,id,company,last_name,first_name,email_address,job_title,business_phone,home_phone,mobile_phone,fax_number,address,city,state_province,zip_postal_code,country_region,web_page,notes,attachments,supplier_ids,id,product_code,product_name,description,standard_cost,list_price,reorder_level,target_level,quantity_per_unit,discontinued,minimum_reorder_quantity,category,attachments
136,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
137,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
138,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
139,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
140,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
141,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
142,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
143,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',3;4,43,NWTB-43,Northwind Traders Coffee,,34.5000,46.0000,25,100,16 - 500 g tins,0,25.0,Beverages,b''
144,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
145,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
146,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
147,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
148,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
149,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
150,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
151,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
152,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',10,48,NWTCA-48,Northwind Traders Chocolate,,9.5625,12.7500,25,100,10 pkgs,0,25.0,Candy,b''
153,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
154,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
155,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
156,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
157,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
158,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
159,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
160,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
161,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',2,51,NWTDFN-51,Northwind Traders Dried Apples,,39.7500,53.0000,10,40,50 - 300 g pkgs.,0,10.0,Dried Fruit & Nuts,b''
162,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
163,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
164,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
165,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
166,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
167,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
168,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
169,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
170,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',1,52,NWTG-52,Northwind Traders Long Grain Rice,,5.2500,7.0000,25,100,16 - 2 kg boxes,0,25.0,Grains,b''
171,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
172,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
173,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
174,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
175,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
176,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
177,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
178,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
179,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',1,56,NWTP-56,Northwind Traders Gnocchi,,28.5000,38.0000,30,120,24 - 250 g pkgs.,0,30.0,Pasta,b''
180,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
181,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
182,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
183,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
184,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
185,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
186,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
187,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
188,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',1,57,NWTP-57,Northwind Traders Ravioli,,14.6250,19.5000,20,80,24 - 250 g pkgs.,0,20.0,Pasta,b''
189,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
190,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
191,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
192,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
193,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
194,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
195,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
196,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
197,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',8,65,NWTS-65,Northwind Traders Hot Pepper Sauce,,15.7875,21.0500,10,40,32 - 8 oz bottles,0,10.0,Sauces,b''
198,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
199,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
200,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
201,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
202,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
203,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
204,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
